"","Code","Revised.Intervention.Name","Country","adjusted_uc","pin_sum","total_cost","pin_sum_adjusted","total_cost_adjusted","increment","Super_region","NCD_region","SDI","World_bank","iso3","period","life_years_gained","deaths_averted","ICER","ICER_rank"
"2540","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Nepal",23.639763414843,451.124109135731,10664.4672107005,1290.84546142251,30515.2813131519,19850.8141024514,"South Asia","South Asia","Low-middle SDI","LIC","NPL","2020-2030",414.950999999262,173.750000000001,47.8389354465628,6
"2541","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Nepal",8.04606937681996,96.4186710639954,775.791316601691,268.806621761877,2162.83672764466,1387.04541104297,"South Asia","South Asia","Low-middle SDI","LIC","NPL","2020-2030",230.016999999782,91.4260000000034,6.03018651249381,2
"2542","C31","Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs","Nicaragua",36.3769717589309,2419.2423206358,88004.7095757789,14807.1044546735,538637.620579198,450632.911003419,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",28.7770000001459,12.664000000001,15659.481912678,22
"2543","C47","Exercise-based pulmonary rehabilitation for patients with obstructive lung disease","Nicaragua",49.1089118745568,44059.479799387,2163713.11070691,51347.5276769556,2521621.21166398,357908.100957065,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",395.44450000018,155.549000000001,905.07795899779,14
"2544","FLH13","Early detection and treatment of early-stage cervical cancer","Nicaragua",96.0510476232775,1105.93162207574,106225.890900085,1958.04427882279,188072.204273694,81846.3133736088,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",116.232500000041,44.823,704.16031121743,13
"2545","FLH20","Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)","Nicaragua",16.742079423787,12898.3390709855,215945.017161374,17192.7976889056,287843.184424758,71898.1672633849,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",4468.7455,1869.503,16.0891165682595,3
"2546","FLH22.1","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Nicaragua",45.9570541939723,46812.8105851605,2151378.87303438,54539.0817462068,2506455.53549991,355076.66246553,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",842.485500000343,331.451000000001,421.463232857285,12
"2547","FLH22.2","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Nicaragua",45.9570541939723,121475.991374154,5582678.71884852,141233.311922271,6490666.97000598,907988.251157465,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",136.925000000049,48.5080000000015,6631.2817320222,18
"2548","FLH23","Medical management of acute heart failure","Nicaragua",15.3841996793784,49252.8123714811,757715.100293822,65870.630466441,1013366.93210227,255651.831808451,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",5779.42699999997,2408.594,44.2348059432973,6
"2549","FLH24","Management of bowel obstruction","Nicaragua",41.1647346956903,156.198082823607,6429.85263940925,423.765025883039,17444.1748637876,11014.3222243784,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",59.726500000239,18.4249999999995,184.412651408241,8
"2550","FLH31","Appendectomy","Nicaragua",41.1647346956903,2777.96151614952,114354.048807132,7445.01056552884,306471.884736606,192117.835929474,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",26.8105000000627,10.0929999999993,7165.76848358011,20
"2551","FLH37","Hernia repair including emergency surgery","Nicaragua",41.1647346956903,1248.76626815641,51405.1321255859,3446.48422593254,141873.608793395,90468.4766678087,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",13.833500000119,5.35100000000141,6539.81108663972,17
"2552","FLH44","Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)","Nicaragua",41.1647346956903,73.9059083466463,3042.3171095337,329.948827783366,13582.2559588563,10539.9388493226,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",31.4850000002547,11.8760000000001,334.760643139187,10
"2553","HC18","Opportunistic screening for cervical cancer using visual inspection or HPV DNA testing and treatment of precancerous lesions with cryotherapy","Nicaragua",89.1902585073291,587178.353703777,52370589.1567478,1051184.00542979,93755373.1830529,41384784.0263051,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",215.997500000055,83.2650000000006,191598.439918493,30
"2554","HC36","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk","Nicaragua",114.747602029553,247399.842897317,28388538.7149553,329830.429033284,37847250.8079481,9458712.09299278,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",7141.0825000001,2982.545,1324.54877716266,15
"2555","HC37.1","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Nicaragua",63.6597005781291,165013.633610272,10504718.506939,192232.33749148,12237453.0461415,1732734.53920245,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",732.154000000068,288.008,2366.62579075207,16
"2556","HC37.2","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Nicaragua",63.6597005781291,899822.158327068,57282409.1726671,1046172.1376782,66599005.0377752,9316595.86510818,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",101.093500000176,35.8530000000003,92158.2086394476,29
"2557","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction","Nicaragua",5.45654576383964,33250.769316778,181434.344459874,44550.8912630268,243093.976996549,61659.6325366756,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",2385.41050000002,997.779,25.8486464013951,5
"2558","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes","Nicaragua",159.885624688259,339848.636535158,54336911.5518767,396691.881164803,63425329.228795,9088417.67691831,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",195.148500000128,81.5750000000006,46571.8039181051,27
"2559","HC40","Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care","Nicaragua",35.9742655548582,1007904.27905218,36258616.1885009,1175784.95775056,42298000.3055265,6039384.11702556,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",868.364500000154,365.027000000001,6954.89522778106,19
"2560","HC41","Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease","Nicaragua",168.802823871539,115079.278623309,19425707.2007142,133817.894974496,22588838.5562399,3163131.35552562,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",14.0410000001017,4.89999999999977,225278.210633339,31
"2561","HC43","Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events","Nicaragua",21.7090057893749,565808.607897705,12283142.3445294,661965.175024409,14370605.8169695,2087463.47244003,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",7304.38100000027,3051.954,285.782391750917,9
"2562","HC44","Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists","Nicaragua",2.19774281133977,97422.7198694617,214110.082254277,130304.926002189,286376.71440347,72266.632149193,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",5235.42450000031,2180.893,13.8033949585537,2
"2563","HC45","Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors","Nicaragua",29.1015774071447,9560635.44583761,278229572.488535,12770557.2902959,371643361.515924,93413789.0273889,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",2816.15950000008,1167.067,33170.6315027207,26
"2564","HC49","Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment","Nicaragua",54.8863129275871,17473.1801047206,959038.431067785,65954.8229732132,3620017.05279139,2660978.62172361,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",56.6885000001374,21.2730000000006,46940.3604208465,28
"2565","HC50.1","Management of depression disorders with psycological and generic antidepressant therapy","Nicaragua",70.8948208648,43443.0862887803,3079889.82025713,164144.729204245,11637011.1728361,8557121.35257896,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",265.51600000017,99.7120000000005,32228.2700574484,25
"2566","HC50.2","Management of anxiety disorders with psycological and generic antidepressant therapy","Nicaragua",57.1732426329033,37058.2654280466,2118741.20087224,202776.995562616,11593418.3676726,9474677.16680034,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",37.7700000000594,14.1759999999997,250851.923928658,32
"2567","HC51","Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics","Nicaragua",68.6078911594839,230011.213280482,15780584.2862082,253733.090959601,17408092.2881157,1627508.00190757,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",69.8335000000799,25.8930000000015,23305.5482240717,24
"2568","HC52","Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment","Nicaragua",48.0255238116387,55830.1343804775,2681271.44809661,70262.8788964701,3374411.56351671,693140.115420101,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",38.0644999999594,14.2850000000002,18209.620917675,23
"2569","HC53","Screening and brief intervention for alcohol use disorders","Nicaragua",29.7300861691097,14733.254963061,438020.939603266,89836.5969516191,2670849.76851121,2232828.82890795,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",182.922000000069,75.0920000000004,12206.4531817229,21
"2570","RH4","Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred","Nicaragua",34.1880063744122,33657.7603918629,1150691.72682545,39154.367706368,1338609.77273139,187918.045905939,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",520.545000000126,202.506,361.00249912283,11
"2571","RH6","Use of percutaneous coronary intervention for acute myocardial infarction where resources permit","Nicaragua",0.404880372683953,1380.90011538338,559.099353355738,1844.08443236759,746.633592237665,187.534238881927,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",1275.74050000009,533.555000000001,0.147000302084879,1
"2572","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Nicaragua",39.672851831313,265.679739012453,10540.272920423,488.628467694679,19385.2847994125,8845.01187898955,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",62.5090000001865,26.0839999999993,141.499814090182,7
"2573","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Nicaragua",9.54620113183062,133.903668494345,1278.27135173699,247.139478673665,2359.24317103457,1080.97181929758,"Latin America and Caribbean","Latin America and Caribbean","Low-middle SDI","LMIC","NIC","2020-2030",56.3120000003104,23.397999999998,19.1961183991267,4
"2574","C31","Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs","Niger",9.7411074070233,8346.45986332579,81303.7619970655,54243.9496060837,528396.139294021,447092.377296955,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",73.4425000009091,31.958999999999,6087.65193575138,22
"2575","C47","Exercise-based pulmonary rehabilitation for patients with obstructive lung disease","Niger",13.394022684657,12973.7037682161,173770.082575508,30209.1717726442,404622.332007497,230852.24943199,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",2272.95850000044,885.818999999995,101.564656561897,10
"2576","FLH13","Early detection and treatment of early-stage cervical cancer","Niger",54.2937656156558,1571.37726573484,85315.9889595776,4353.01056027172,236341.335081867,151025.34612229,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",495.679500000573,180.520999999996,304.683462039716,13
"2577","FLH20","Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)","Niger",11.9318225446933,2791.36140036795,33306.028887297,10075.1177112056,120214.516647002,86908.4877597046,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",9782.73650000078,3943.92499999999,8.88386268603858,3
"2578","FLH22.1","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Niger",18.2409264802577,15208.6750058455,277420.322643759,35503.8236852949,647622.637611494,370202.314967735,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",4284.32949999924,1669.88099999999,86.4084601727763,9
"2579","FLH22.2","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Niger",18.2409264802577,56256.0436731598,1026162.35671227,131871.047990492,2405450.0912691,1379287.73455683,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",4030.00700000021,1535.95799999999,342.254426495229,15
"2580","FLH23","Medical management of acute heart failure","Niger",9.88377916567932,6350.75980515292,62769.5074484041,23047.3208969842,227794.630106338,165025.122657934,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",13019.9805000001,5162.865,12.6747595864627,5
"2581","FLH24","Management of bowel obstruction","Niger",21.1142421838661,270.139212752665,5703.78476141871,1719.57468567403,36307.5163665669,30603.7316051482,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",1573.25200000093,485.718000000003,19.4525299221804,6
"2582","FLH31","Appendectomy","Niger",21.1142421838661,8133.10359179159,171724.318943559,51743.6002501235,1092526.90714626,920802.588202705,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",336.744500000172,132.588999999992,2734.42502610209,18
"2583","FLH37","Hernia repair including emergency surgery","Niger",21.1142421838661,428.115679072994,9039.3381306575,2732.43105326478,57693.2110093489,48653.8728786914,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",143.474500000406,60.744999999993,339.111639201068,14
"2584","FLH44","Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)","Niger",21.1142421838661,345.235662688724,7289.38939251724,3872.70276521317,81769.1840908389,74479.7946983217,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",501.474999999862,188.505999999995,148.521451115892,12
"2585","HC18","Opportunistic screening for cervical cancer using visual inspection or HPV DNA testing and treatment of precancerous lesions with cryotherapy","Niger",49.7692851476845,725233.144722131,36094335.1782276,2033684.40711684,101215019.158198,65120683.9799702,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",911.666000000623,332.001999999994,71430.4185742648,30
"2586","HC36","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk","Niger",38.2022612960454,74295.1798171113,2838243.87240996,275465.178152168,10523392.7137308,7685148.84132084,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",17140.9250000001,6857.022,448.3508819577,16
"2587","HC37.1","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Niger",41.399706479849,55214.8569753284,2285878.87210544,128908.578393654,5336777.30823189,3050898.43612645,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",3832.17450000026,1493.633,796.127221275086,17
"2588","HC37.2","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Niger",41.399706479849,416711.434615998,17251731.0798991,976818.383261288,40439994.351138,23188263.2712389,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",3198.71600000014,1219.10599999999,7249.24103022521,23
"2589","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction","Niger",2.43527685175582,7638.04066468466,18600.7436234762,27744.7368236172,67566.1153446125,48965.3717211362,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",5407.59149999972,2179.59899999999,9.05493170501854,4
"2590","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes","Niger",46.2647298181408,87284.5396877034,4038195.64595238,203679.472587755,9423175.76877391,5384980.12282153,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",129.898500000943,50.874999999991,41455.2910370977,29
"2591","HC40","Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care","Niger",10.4095642090817,258532.103778121,2691206.53438732,608961.309766445,6339021.85486028,3647815.32047297,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",1099.4360000001,422.294000000003,3317.89692212427,20
"2592","HC41","Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease","Niger",41.4908220743237,68407.2461121281,2838272.87703278,161317.260546034,6693185.75483283,3854912.87780006,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",357.582000000495,134.523999999993,10780.5003545892,25
"2593","HC43","Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events","Niger",7.22745483979237,113705.61690187,821802.211189,262973.770427006,1900631.04981111,1078828.83862211,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",17125.9850000021,6859.48,62.9936811588928,8
"2594","HC44","Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists","Niger",1.4119684522399,12410.3344064621,17523.0006636719,45000.011791065,63538.5969994074,46015.5963357356,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",11920.0655000005,4719.111,3.86034760763133,1
"2595","HC45","Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors","Niger",6.08819212938956,2624451.57139012,15978165.4009014,9659342.56965321,58807933.4076402,42829768.0067388,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",8574.26850000096,3381.98700000001,4995.15124896474,21
"2596","HC49","Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment","Niger",15.0816015599044,37897.3064547064,571552.076143474,148645.762986722,2241816.17093373,1670264.09479026,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",147.166500000516,59.0489999999928,11349.485751067,26
"2597","HC50.1","Management of depression disorders with psycological and generic antidepressant therapy","Niger",18.0979218718853,126579.876023874,2290832.706833,494504.613319299,8949505.8571395,6658673.1503065,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",689.553000000572,276.683999999988,9656.50667940098,24
"2598","HC50.2","Management of anxiety disorders with psycological and generic antidepressant therapy","Niger",9.04896093594263,95315.2223670406,862503.723800036,543756.83880126,4920434.39296426,4057930.66916422,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",98.01600000037,39.3599999999976,41400.6965102525,28
"2599","HC51","Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics","Niger",28.6550429638183,39479.5575109295,1131288.41666822,111093.849404924,3183399.02771407,2052110.61104585,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",671.829500000407,251.656999999989,3054.51101960335,19
"2600","HC52","Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment","Niger",61.834566395608,72908.1459210439,4508243.58973547,104400.35333288,6455550.57988688,1947306.99015141,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",98.4740000003978,39.531999999996,19774.8338662342,27
"2601","HC53","Screening and brief intervention for alcohol use disorders","Niger",39.2121640557514,20151.0280902619,790165.419367406,129315.819888283,5070753.14446334,4280587.72509594,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",56.6924999997507,22.8530000000087,75505.3618223709,31
"2602","RH4","Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred","Niger",32.2240306700996,14292.9437358011,460576.257308461,33475.0037518892,1078699.54758258,618123.290274114,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",4643.86450000059,1792.39299999999,133.105367366777,11
"2603","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Niger",17.1222477983918,101.193873925705,1732.66658503514,285.859035158499,4894.54923539299,3161.88265035786,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",151.856000000939,58.3639999999871,20.8215852540453,7
"2604","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Niger",7.43625972031157,33.280984826211,247.486046915453,92.6169320524606,688.723561240546,441.237514325093,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","NER","2020-2030",98.3879999993167,38.9279999999998,4.48466799130136,2
"2605","C31","Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs","Nigeria",36.4988251518633,84921.0745428395,3099519.45144745,541690.041925336,19771050.1267384,16671530.6752909,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",2265.72200000188,1029.89400000009,7358.15368137711,20
"2606","C47","Exercise-based pulmonary rehabilitation for patients with obstructive lung disease","Nigeria",49.2734139550155,1046405.69362384,51559980.9068124,1224305.97344057,60325735.0369354,8765754.13012299,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",14324.6360000009,5986.51800000011,611.935558440889,12
"2607","FLH13","Early detection and treatment of early-stage cervical cancer","Nigeria",96.3896472891854,30037.2059870976,2895275.69064895,54454.196153791,5248820.76068003,2353545.07003108,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",3749.04000000123,1434.0060000002,627.772728493243,13
"2608","FLH20","Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)","Nigeria",16.7698843768453,235571.979163942,3950514.85300392,313996.84676877,5265690.81500629,1315175.96200237,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",73906.8130000007,32142.444,17.7950571620827,4
"2609","FLH22.1","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Nigeria",46.1172630246874,1181116.00791713,54469837.5997832,1382277.25336745,63746843.6665894,9277006.06680623,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",30520.3919999997,12755.926,303.96090806456,11
"2610","FLH22.2","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Nigeria",46.1172630246874,3500761.19698226,161445524.90785,4093995.18398512,188803852.721646,27358327.8137951,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",22249.7700000003,8809.14,1229.60047738897,15
"2611","FLH23","Medical management of acute heart failure","Nigeria",15.4159940176078,667399.61993691,10288628.5483012,893064.58161119,13767478.2474556,3478849.6991544,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",103798.070999997,44170.576,33.5155525111301,6
"2612","FLH24","Management of bowel obstruction","Nigeria",41.3098488382223,6645.61317174813,274529.275562214,18422.3840408502,761025.899967199,486496.624404985,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",14959.5504999995,4363.99500000005,32.5208049804038,5
"2613","FLH31","Appendectomy","Nigeria",41.3098488382223,209759.164459767,8665119.37626479,580462.576215671,23978821.2797145,15313701.9034497,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",1887.91700000437,762.678000000011,8111.4275168952,21
"2614","FLH37","Hernia repair including emergency surgery","Nigeria",41.3098488382223,21734.1604688096,897834.883592191,60947.1275893869,2517716.62784142,1619881.74424923,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",597.923500002066,263.358999999961,2709.17892379817,18
"2615","FLH44","Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)","Nigeria",41.3098488382223,10765.2715866523,444711.741947017,47957.0392806227,1981098.04341122,1536386.3014642,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",2237.29949999221,849.735000000124,686.714631398052,14
"2616","HC18","Opportunistic screening for cervical cancer using visual inspection or HPV DNA testing and treatment of precancerous lesions with cryotherapy","Nigeria",89.504672482815,17865607.3317484,1599055332.93472,32639144.4977063,2921355938.38647,1322300605.45175,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",6966.17099999527,2664.58599999992,189817.419849821,30
"2617","HC36","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk","Nigeria",115.19006064651,6773540.98162955,780244596.465528,9089042.62095944,1046967370.72703,266722774.261503,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",130781.127999997,56647.0100000001,2039.45919675437,17
"2618","HC37.1","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Nigeria",63.8729440157608,4238613.26331254,270732707.672023,4960286.38635877,316828094.658034,46095386.9860107,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",26522.1879999952,11084.6740000001,1737.99337317189,16
"2619","HC37.2","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Nigeria",63.8729440157608,25931564.4220908,1656325362.5733,30325799.862352,1936998116.84118,280672754.267875,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",16428.0650000001,6504.11200000008,17084.9551829672,23
"2620","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction","Nigeria",5.4748237727795,722876.345521874,3957620.60124312,969249.807961595,5306471.8903901,1348851.28914698,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",39451.7679999961,17154.9360000001,34.1898819121899,7
"2621","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes","Nigeria",160.542392866699,7868496.04359462,1263227183.10083,9211021.47125188,1478759427.74132,215532244.640485,"Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC","NGA","2020-2030",774.185000003496,321.916000000111,278398.889980447,31
